trans_id,inv_id,inv_result,truth
28/12/2018-13:35 2.1.34 36372/dian/01,2.1.3436372/dian/01,2.1.3436372/dian/01,True
29-12-2018 04:50:11 0084-700-2912cz3z,0084-700-2912cz3z,0084-700-2912cz3z,True
29-12-2018 08:27:33 l525-456-29125y26 hi!,l525-456-29125y26,l525-456-29125y26hi!,False
28-12-2018 10:58:22 v262-333-281236v6,v262-333-281236v6,v262-333-281236v6,True
29-12-2018 11:25:36 p470-104-29123hdz,p470-104-29123hdz,p470-104-29123hdz,True
20:24 24/12/2018 10043034181202856,10043034181202856,10043034181202856,True
28-12-2018 16:08:27 y283-601-2812h945,y283-601-2812h945,y283-601-2812h945,True
01/12/2018-10:43 2.1.34 978/putra/02,2.1.34978/putra/02,2.1.34978/putra/02,True
28-12-2018 14:07:38 ka01-808-2812uwkz,ka01-808-2812uwkz,ka01-808-2812uwkz,True
29-12-2018 15:17:41 0699-123-2912vmux,0699-123-2912vmux,0699-123-2912vmux,True
28-12-2018 11:52:37 0483-501-2812x5w9,0483-501-2812x5w9,0483-501-2812x5w9,True
27/12/2018-11:33 2.1.34 7298/adi rina/01,2.1.347298/adirina/01,2.1.347298/adirina/01,True
29-12-2018 06:58:03 y284-701-2912x7t7,y284-701-2912x7t7,y284-701-2912x7t7,True
30-12-2018 13:26:39 ka01-808-3012h2m5,ka01-808-3012h2m5,ka01-808-3012h2m5,True
02/09/2018-10:07 2.1.30 49349/juniarti/01,2.1.3030119/intan/01,2.1.3049349/juniarti/01,False
02/09/2018-11:43 2.1.30 143619/mira ek/03,2.1.30143619/miraek/03,2.1.30143619/miraek/03,True
02-09-2018 13:04:59 n371-455-02099474,n371-455-02099w74,n371-455-02099474,False
02/09/2018-20:13 2.1.30 14151114/nur i/01,2.1.3014151114/nuri/01,2.1.3014151114/nuri/01,True
02/09/2018-20:07 2.1.30 9721436/flani/01,2.1.309721436/flani/01,2.1.309721436/flani/01,True
02/09/2018-21:17 2.1.30 14151401/mawir/01,2.1.3014151401/mawir/01,2.1.3014151401/mawir/01,True
01/09/2018-20:08 2.1.30 45349/masa/01,2.1.3045349/masa/01,2.1.3045349/masa/01,True
02/09/2018-09:17 2.1.30 354509/fito/01,2.1.30949709/fito/01,2.1.30354509/fito/01,False
06-10-2018 08:18:28 n286-788-06107m58,n286-788-06107m58,n286-788-06107m58,True
07-10-2018 16:17:15 m294-603-07109tv6,m294-603-07109tv6,m294-603-07109tv6,True
07/10/2018-18:12 2.1.30 9994/wulan no/02,2.1.309994/wulanno/02,2.1.309994/wulanno/02,True
04/10/2018-16:05 2.1.30141449/yuni/01,2.1.30141449/yuni/01,2.1.30141449/yuni/01,True
08/10/2018-16:15 2.1.30 30147/anisa/01,2.1.3030147/anisa/01,2.1.3030147/anisa/01,True
08-10-2018 17:36:34 m100-704-0810chdx,m100-704-0810chdx,m100-704-0810chdx,True
06-10-2018 12:53:37 y265-600-0610y5x7,y265-600-0610y5x7,y265-600-0610y5x7,True
08/10/2018-20:30 2.1.30 1414147/sita s/01,2.1.301414147/sitas/01,2.1.301414147/sitas/01,True
09/10/2018-06:44 2.1.30 4939/adi/01,2.1.304939/adi/01,2.1.304939/adi/01,True
06-10-2018 17:10:20 u118-610-0610zv47,u118-610-0610zv47,u118-610-0610zv47,True
09/10/2018-11:23 2.1.30 14335/wibi/02,2.1.3014335/wibi/02,2.1.3014335/wibi/02,True
08-10-2018 10:57:52 b721-321-08107676,b721-321-08107676,b721-321-08107676,True
09/10/2018-17:52 2.1.30 49115/ita lara/01,2.1.3049115/italara/01,2.1.3049115/italara/01,True
97330/ulva/01 09/10/2018-14:07 2.1.30,97330/ulva/012.1.30,97330/ulva/012.1.30,True
09-10-2018 19:45:46 sf05-124-09104389,sf05-124-09104389,sf05-124-09104389,True
09/10/2018-19:54 2.1.30 141498/fatimah/01,2.1.30141498/fatimah/01,2.1.30141498/fatimah/01,True
09-10-2018 20:00:33 j869-118-0910x325,j869-118-0910x325,j869-118-0910x325,True
09/10/2018-18:39 2.1.30 451449/ags/02,2.1.30451449/ags/02,2.1.30451449/ags/02,True
19:52 09/10/2018 10038033181002252,10038033181002252,10038033181002252,True
09/10/2018-20:58 2.1.30 723509/kusuma /02,2.1.30723509/kusuma/02,2.1.30723509/kusuma/02,True
09-10-2018 20:18:36 k933-204-0910xkz7,k933-204-0910xkz7,k933-204-0910xkz7,True
30/09/2018-09:34 2.1.30 97330/desi/01,2.1.3097330/desi/01,2.1.3097330/desi/01,True
09/10/2018-15:10 2.1.30 1449/diah/01,2.1.301449/diah/01,2.1.301449/diah/01,True
09/10/2018-12:55 2.1.30 35336/indrii/01,2.1.3035336/indrii/01,2.1.3035336/indrii/01,True
10-10-2018 14:52:17 af67-506-1010kx96,af67-506-1010kx96,af67-506-1010kx96,True
10/10/2018-14:51 2.1.30 1436908/ai sit/01,2.1.301436908/aisit/01,2.1.301436908/aisit/01,True
10/10/2018-13:21 2.1.30 97708/ambar/01,2.1.3097708/ambar/01,2.1.3097708/ambar/01,True
09-10-2018 (20:42:27) 703 04 00038,7030400038,7030400038,True
| 11-10-2018 09:59:28 0460-302-1110dw5z,0460-302-1110dw5z,|0460-302-1110dw5z,False
11/10/2018-16:17 2.1.30 141436/yulia/01,2.1.30141436/yulia/01,2.1.30141436/yulia/01,True
11/10/2018-08:30 2.1.30 14349/indri ru/01,2.1.3014349/indriru/01,2.1.3014349/indriru/01,True
11/10/2018-17:44 2.1.30 145/rossy ro/02,2.1.30145/rossyro/02,2.1.30145/rossyro/02,True
11/10/2018-18:59 2.1.30 49349/ikka ame/01,2.1.3049349/ikkaame/01,2.1.3049349/ikkaame/01,True
04/10/2018-12:36 2.1.30 1414345/shelly/01,2.1.301414345/shelly/01,2.1.301414345/shelly/01,True
09-10-2018 15:39:06 uc03-151-0910kx58,uc03-151-0910kx58,uc03-151-0910kx58,True
12/10/2018-14:24 2.1.30 1515364/heru k/01,2.1.301515364/heruk/01,2.1.301515364/heruk/01,True
10/10/2018-12:49 2.1.30 9144901/dwi lu/01,2.1.309144901/dwilu/01,2.1.309144901/dwilu/01,True
12/10/2018-16:14 2.1.30 936336/winda l/01,2.1.30936336/windal/01,2.1.30936336/windal/01,True
12/10/2018-17:36 2.1.30 930335/roby fa/01,2.1.30930335/robyfa/01,2.1.30930335/robyfa/01,True
12/10/2018-19:34 2.1.30 72701/yogi ang/01,2.1.3072701/yogiang/01,2.1.3072701/yogiang/01,True
12/10/2018-19:36 2.1.30 350535/yesi/01,2.1.30350535/yesi/01,2.1.30350535/yesi/01,True
12-10-2018 17:02:33 u557-255-1210v8cz,u557-255-1210v8cz,u557-255-1210v8cz,True
12-10-2018 20:24:52 ac39-232-12109838,ac39-232-12109838,ac39-232-12109838,True
12/10/2018-20:11 2.1.30 914372/fajar/01,2.1.30914372/fajar/01,2.1.30914372/fajar/01,True
10:28 02/10/2018 111 2 8176 31971,1112817631971,1112817631971,True
12/10/2018-21:38 2.1.30 72335/amar/01,2.1.3072335/amar/01,2.1.3072335/amar/01,True
11/10/2018-12:56 2.1.30 9737/septian /01,2.1.309737/septian/01,2.1.309737/septian/01,True
12/10/2018-13:59 2.1.30 9451415/ghozal/03,2.1.309451415/ghozal/03,2.1.309451415/ghozal/03,True
13/10/2018-11:24 2.1.30 9937/lidya wa/01,2.1.309937/lidyawa/01,2.1.309937/lidyawa/01,True
13/10/2018-12:31 2.1.30 9729/sasmita/01,2.1.309729/sasmita/01,2.1.309729/sasmita/01,True
12/10/2018-16:14 2.1.30 14372/chaerul /01,2.1.3014372/chaerul/01,2.1.3014372/chaerul/01,True
12/10/2018-11:18 2.1.30 720230/nurfajr/01,2.1.30720230/nurfajr/01,2.1.30720230/nurfajr/01,True
13/10/2018-13:56 2.1.30 45345/nindy/01,2.1.3045345/nindy/01,2.1.3045345/nindy/01,True
13/10/2018-15:42 2.1.30 9314/dtiyas/01,2.1.309314/dtiyas/01,2.1.309314/dtiyas/01,True
13/10/2018-15:31 2.1.30 15115/ririn/01,2.1.3015115/ririn/01,2.1.3015115/ririn/01,True
13/10/2018-17:36 2.1.30 45136/susanti /01,2.1.3045136/susanti/01,2.1.3045136/susanti/01,True
03/10/2018-13:29 2.1.30 1430158/faujia/01,2.1.301430158/faujia/01,2.1.301430158/faujia/01,True
13/10/2018-18:21 2.1.30 30115/novi nat/01,2.1.3030115/novinat/01,2.1.3030115/novinat/01,True
13/10/2018-19:14 2.1.30 99309/riska/01,2.1.3099309/riska/01,2.1.3099309/riska/01,True
13-10-2018 20:39:52 ed08-123-1310t3y9,ed08-123-1310t3y9,ed08-123-1310t3y9,True
12-10-2018 16:22:10 x581-122-1210mk65,x581-122-1210mk65,x581-122-1210mk65,True
14/10/2018-15:53 2.1.30 9901/dwi lukm/01,2.1.309901/dwilukm/01,2.1.309901/dwilukm/01,True
14-10-2018 17:02:37 t476-465-1410vxu6,t476-465-1410vxu6,t476-465-1410vxu6,True
14-10-2018 17:39:12 m711-704-1410767x,m711-704-1410767x,m711-704-1410767x,True
14/10/2018-15:53 2.1.30 9901/dwi lukm/01,2.1.309901/dwilukm/01,2.1.309901/dwilukm/01,True
12/10/2018-19:50 2.1.30 361415/fathoni/02,2.1.30361415/fathoni/02,2.1.30361415/fathoni/02,True
15/10/2018-08:04 2.1.30 9335/riska li/01,2.1.309335/riskali/01,2.1.309335/riskali/01,True
15/10/2018-16:23 2.1.30 141436/nurul/01,2.1.30141436/nurul/01,2.1.30141436/nurul/01,True
16-10-2018 09:35:36 1d40-892-1610dyk6,1d40-892-1610dyk6,1d40-892-1610dyk6,True
16/10/2018-11:18 2.1.30 9349/yosi nr/03,2.1.309349/yosinr/03,2.1.309349/yosinr/03,True
16/10/2018-19:04 2.1.30 72335/dewi/01,2.1.3072335/dewi/01,2.1.3072335/dewi/01,True
16/10/2018-14:59 2.1.31 549/rizki ja/03,2.1.31549/rizkija/03,2.1.31549/rizkija/03,True
17-10-2018 22:20:15 sh84-251-171087y2,sh84-251-171087y2,sh84-251-171087y2,True
07-09-2018 11:32:04 m235-602-0709kz78,m235-602-0709kz78,m235-602-0709kz78,True
07/09/2018-11:17 2.1.30 914728/lita/02,2.1.30914728/lita/02,2.1.30914728/lita/02,True
07-09-2018 21:44:53 mb95-110-0709vwuz,mb95-110-0709vwuz,mb95-110-0709vwuz,True
07/09/2018-10:53 2.1.30 7237/hana/01,2.1.307237/hana/01,2.1.307237/hana/01,True
07/09/2018-22:08 2.1.30 14491414/sita /01,2.1.3014491414/sita/01,2.1.3014491414/sita/01,True
08-09-2018 23:01:18 b870-201-0809mdx3,b870-201-0809mdx3,b870-201-0809mdx3,True
05/09/2018-12:28 2.1.30 35029/sary/01,2.1.3035029/sary/01,2.1.3035029/sary/01,True
08/09/2018-13:35 2.1.30 1414172/shinta/01,2.1.301414172/shinta/01,2.1.301414172/shinta/01,True
08/09/2018-15:04 2.1.30 15114/iren/02,2.1.3015114/iren/02,2.1.3015114/iren/02,True
07/09/2018-17:40 2.1.30 972335/indri/01,2.1.30972335/indri/01,2.1.30972335/indri/01,True
07/09/2018-18:36 2.1.30 9937/andri pr/02,2.1.309937/andripr/02,2.1.309937/andripr/02,True
07/09/2018-18:43 2.1.30 949336/dwi ria/01,2.1.30949336/dwiria/01,2.1.30949336/dwiria/01,True
09-09-2018 07:56:50 m504-689-09097979,m504-689-0909z9y9,m504-689-09097979,False
08/09/2018-21:22 2.1.30 972335/mei/01,2.1.30972335/mei/01,2.1.30972335/mei/01,True
09/09/2018-10:33 2.1.30 724909/fitrah/01,2.1.30724909/fitrah/01,2.1.30724909/fitrah/01,True
09-09-2018 14:18:30 bd84-310-0909z987,bd84-310-0909z987,bd84-310-0909z987,True
03/09/2018-09:22 2.1.30 304526/dewi/01,2.1.30304526/dewi/01,2.1.30304526/dewi/01,True
09-09-2018 13:51:57 bc65-315-0909x9m2,bc65-315-0909x9m2,bc65-315-0909x9m2,True
29/08/2018-15:02 2.1.305 14/chindi/01,2.1.30514/chindi/01,2.1.30514/chindi/01,True
09/09/2018-16:42 2.1.30 15498/yusuf ru/01,2.1.3015498/yusufru/01,2.1.3015498/yusufru/01,True
30-08-2018 (10:11:21) 710 06 00065 0800 140 3210,7100600065,710060006508001403210,False
09/09/2018-16:37 2.1.30 14926/ambar/01,2.1.3014926/ambar/01,2.1.3014926/ambar/01,True
09-09-2018 19:36:13 v255-327-09092yvz,v255-327-09092yvz,v255-327-09092yvz,True
10/09/2018-12:22 2.1.30 91579/lina/01,2.1.3091579/lina/01,2.1.3091579/lina/01,True
10/09/2018-11:32 2.1.30 72349/mira/01,2.1.3072349/mira/01,2.1.3072349/mira/01,True
10-09-2018 16:42:00 r227-207-10097854,r227-207-10097854,r227-207-10097854,True
10/09/2018-15:51 2.1.30 45149/azis iqb/01,2.1.3045149/azisiqb/01,2.1.3045149/azisiqb/01,True
10-09-2018 12:48:55 b332-301-10094d47,b332-301-1009yd47,b332-301-10094d47,False
10/09/2018-18:29 2.1.30 936315/lia lar/01,2.1.30936315/lialar/01,2.1.30936315/lialar/01,True
18:29 10/09/2018 10039017180901703,10039017180901703,10039017180901703,True
10/09/2018-20:47 2.1.30 935372/fenny a/01,2.1.30935372/fennya/01,2.1.30935372/fennya/01,True
10-09-2018 20:48:19 m045-677-1009w7y5,m045-677-1009w7y5,m045-677-1009w7y5,True
10-09-2018 20:29:15 c760-209-1009c498,c760-209-1009c498,c760-209-1009c498,True
10/09/2018-20:53 2.1.30 14351435/sita /01,2.1.3014351435/sita/01,2.1.3014351435/sita/01,True
10/09/2018-20:28 2.1.30 9723001/puspit/01,2.1.309723001/puspit/01,2.1.309723001/puspit/01,True
10-09-2018 14:24:08 u155-701-1009m2t9,u155-701-1009m2t9,u155-701-1009m2t9,True
10-09-2018 22:19:03 m291-603-100989x7,m291-603-100989x7,m291-603-100989x7,True
10/09/2018-07:02 2.1.30 99345/panji rm/01,2.1.3099345/panjirm/01,2.1.3099345/panjirm/01,True
11/09/2018-09:21 2.1.30 150572/dewi sa/01,2.1.30150572/dewisa/01,2.1.30150572/dewisa/01,True
10/09/2018-21:42 2.1.30 147335/atr/02,2.1.30147335/atr/02,2.1.30147335/atr/02,True
11-09-2018 10:29:45 ed53-777-1109xkh2,ed53-777-1109xkh2,ed53-777-1109xkh2,True
11/09/2018-11:32 2.1.30 9143508/dhilah/01,2.1.309143508/dhilah/01,2.1.309143508/dhilah/01,True
08/09/2018-15:18 2.1.30 9728/fazma/01,2.1.309728/fazma/01,2.1.309728/fazma/01,True
11-09-2018 14:01:29 mh14-413-11099hkx,mh14-413-11099hkx,mh14-413-11099hkx,True
11/09/2018-16:09 2.1.30 994/ronis ra/01,2.1.30994/ronisra/01,2.1.30994/ronisra/01,True
10-09-2018 12:41:10 m973-609-10098c47,m973-609-10098c47,m973-609-10098c47,True
09-09-2018 14:18:30 bd84-310-0909z987,bd84-310-0909z987,bd84-310-0909z987,True
11/09/2018-17:59 2.1.30 72708/atikah/01,2.1.3072708/atikah/01,2.1.3072708/atikah/01,True
11/09/2018-15:08 2.1.30 91537/riki/03,2.1.3091537/riki/03,2.1.3091537/riki/03,True
11/09/2018-20:09 2.1.30 930149/deby/01,2.1.30930149/deby/01,2.1.30930149/deby/01,True
11/09/2018-22:11 2.1.30 149349/aisyah/01,2.1.30149349/aisyah/01,2.1.30149349/aisyah/01,True
11/09/2018-15:31 2.1.30 4908/ocha/01,2.1.304908/ocha/01,2.1.304908/ocha/01,True
12/09/2018-07:28 2.1.30 14144/baktiar /02 [g301tabo-(12/09/2018 07:27:58)-ca],2.1.3014144/baktiar/02[g301ta80-(12/09/201807:27:58)-ca],2.1.3014144/baktiar/02[g301tabo-(12/09/201807:27:58)-ca],False
219 21902 7874 04/09/2018 219646 16:07:08,219219027874219646,219219027874219646,True
11/09/2018-21:05 2.1.30 304909/edi dar/02,2.1.30304909/edidar/02,2.1.30304909/edidar/02,True
11/09/2018-17:17 2.1.30 151114/bangun/01,2.1.30151114/bangun/01,2.1.30151114/bangun/01,True
12/09/2018-10:01 2.1.30 914729/puput s/01,2.1.30914729/puputs/01,2.1.30914729/puputs/01,True
12-09-2018 11:04:25 be39-335-1209dhv8,be39-335-1209dhv8,be39-335-1209dhv8,True
12-09-2018 12:20:18 r086-345-12096kh3,r086-345-12096kh3,r086-345-12096kh3,True
11-09-2018 20:10:16 b731-444-1109x5m7,b731-444-1109x5m7,b731-444-1109x5m7,True
12-09-2018 17:31:28 ja49-420-12096582,ja49-420-12096582,ja49-420-12096582,True
12/09/2018-23:16 2.1.30 1445724/siti k/01,2.1.301445724/sitik/01,2.1.301445724/sitik/01,True
12/09/2018-23:24 2.1.30 14358/sandro/01,2.1.3014358/sandro/01,2.1.3014358/sandro/01,True
09/09/2018-09:07 2.1.30 140230/winoy/01,2.1.30140230/winoy/01,2.1.30140230/winoy/01,True
13-09-2018 13:06:40 1545-147-1309mvx7,1sj5-147-1309mvx7,1545-147-1309mvx7,False
13-09-2018 16:18:33 x458-407-13098uh9,x458-407-13098uh9,x458-407-13098uh9,True
12-09-2018 21:27:46 j194-555-12097x54,j194-555-12097x54,j194-555-12097x54,True
13/09/2018-20:26 2.1.30 972315/lulu wi/01,2.1.30972315/luluwi/01,2.1.30972315/luluwi/01,True
28-12-2018 17:08:50 cb97-890-281287z7,cb97-890-281287z7,cb97-890-281287z7,True
30-12-2018 (17:42:33) 888 05 00042,8880500042,8880500042,True
30-12-2018 17:45:38 v180-806-30127mkz,v180-806-30127mkz,v180-806-30127mkz,True
30-12-2018 14:34:05 v575-225-3012yuz9,v575-225-3012yuz9,v575-225-3012yuz9,True
30-12-2018 17:28:13 sf29-444-3012dxuz,sf29-444-3012dxuz,sf29-444-3012dxuz,True
30/12/2018-17:15 2.1.34 15314/syamsul/01,2.1.3415314/syamsul/01,2.1.3415314/syamsul/01,True
30/12/2018-20:30 2.1.34 14737/m mahrus/01,2.1.3414737/mmahrus/01,2.1.3414737/mmahrus/01,True
24-12-2018 07:37:53 ad47-205-24125mk8,ad47-205-24125mk8,ad47-205-24125mk8,True
24-12-2018 07:21:16 ad47-205-2412m562,ad47-205-2412m562,ad47-205-2412m562,True
29-12-2018 12:50:02 af09-113-29125tv4,af09-113-29125tv4,af09-113-29125tv4,True
13:11 30/08/2018 10026010180806513,10026010180806513,10026010180806513,True
31-12-2018 10:25:54 u310-604-3112m543,u310-604-3112m543,u310-604-3112m543,True
31-12-2018 10:31:19 v235-800-3112vwkx,v235-800-3112vwkx,v235-800-3112vwkx,True
31-12-2018 10:09:13 mc40-210-3112uz3z,mc40-210-3112uz3z,mc40-210-3112uz3z,True
31-12-2018 14:17:53 aa37-180-3112x3t9,aa37-180-3112x3t9,aa37-180-3112x3t9,True
31-12-2018 15:42:31 ma48-451-3112xc67,ma48-451-3112xc67,ma48-451-3112xc67,True
31/12/2018-15:07 2.1.34 99345/sri mary/01,2.1.3499345/srimary/01,2.1.3499345/srimary/01,True
30/12/2018-08:05 2.1.34 14059/cindi/01,2.1.3414059/cindi/01,2.1.3414059/cindi/01,True
31-12-2018 09:50:42 2019/1/1 08:03 mb86-108-3112t9t2,mb86-108-3112t9t2,mb86-108-3112t9t2,True
01/01/2019-12:58 2.1.34 453508/zahidah/01,2.1.34453508/zahidah/01,2.1.34453508/zahidah/01,True
01-01-2019 14:25:49 sg31-731-0101dtv6,sg31-731-0101dtv6,sg31-731-0101dtv6,True
01-01-2019 14:43:46 p211-201-0101uzu4,p211-201-0101uzu4,p211-201-0101uzu4,True
01/01/2019-18:20 2.1.34 97149/alfan/01,2.1.3497149/alfan/01,2.1.3497149/alfan/01,True
01-01-2019 12:52:33 me28-100-0101mkt9,me28-100-0101mkt9,me28-100-0101mkt9,True
01-01-2019 13:49:13 s157-278-01017m9x,s157-278-01017m9x,s157-278-01017m9x,True
31-12-2018 12:04:21 a051-200-31123w2x,a051-200-31123w2x,a051-200-31123w2x,True
01/01/2019-13:12 2.1.34 935335/asih/02,2.1.34935335/asih/02,2.1.34935335/asih/02,True
29-12-2018 18:15:28 sf63-444-29125896,sf63-444-29125896,sf63-444-29125896,True
01/01/2019-21:11 2.1.34 915336/ruzi/01,2.1.34915336/ruzi/01,2.1.34915336/ruzi/01,True
01/01/2019-19:55 2.1.34 91537/diyah ay/01,2.1.3491537/diyahay/01,2.1.3491537/diyahay/01,True
01-01-2019 10:33:56 b881-204-01015yu8,b881-204-01015yu8,b881-204-01015yu8,True
02/01/2019-09:00 2.1.34 357226/solihat/01,2.1.34357226/solihat/01,2.1.34357226/solihat/01,True
01/01/2019-09:46 2.1.34 36535/yosi/01,2.1.3436535/yosi/01,2.1.3436535/yosi/01,True
02/01/2019-09:23 2.1.34 30358/sofiyant/01,2.1.3430358/sofiyant/01,2.1.3430358/sofiyant/01,True
30/12/2018-00:36 2.1.34 14336/febi/02,2.1.3414336/febi/02,2.1.3414336/febi/02,True
30/08/2018-12:09 2.1.30 451430/lia/01,2.1.30451430/lia/01,2.1.30451430/lia/01,True
08-08-2018 (10:19:28) 748 04 00031,7480400031,7480400031,True
09/08/2018-16:57 2.1.2949499/citra/01,2.1.2949499/citra/01,2.1.2949499/citra/01,True
11/08/2018-13:44 2.1.29 935335/balqis/01,2.1.29935335/balqis/01,2.1.29935335/balqis/01,True
12-08-2018 (17:34:11) 709 06 00039,7090600039,7090600039,True
15-08-2018 11:15:09 mb06-110-1508d6c4,mb06-110-1508d6c4,mb06-110-1508d6c4,True
15/08/2018-14:38 2.1.30 1472149/meta/02,2.1.301472149/meta/02,2.1.301472149/meta/02,True
24/08/2018-14:19 2.1.30 9451401/khoiru/01,2.1.309451401/khoiru/01,2.1.309451401/khoiru/01,True
24/08/2018-20:04 2.1.30 147494/fia/01,2.1.30147494/fia/01,2.1.30147494/fia/01,True
25/08/2018-08:18 2.1.30 9336/hesty um/01,2.1.309336/hestyum/01,2.1.309336/hestyum/01,True
24-08-2018 13:01:29 b953-314-240876k6,b953-314-240876k6,b953-314-240876k6,True
25/08/2018-09:29 2.1.30 15148/fitria/01,2.1.3015148/fitria/01,2.1.3015148/fitria/01,True
25-08-2018 16:18:59 h948-102-2508x5m9,h948-102-2508x5m9,h948-102-2508x5m9,True
25/08/2018-19:55 2.1.30 4578/siti had/01,2.1.304578/sitihad/01,2.1.304578/sitihad/01,True
13/09/2018-23:05 2.1.30 1509/bayu/02,2.1.301509/bayu/02,2.1.301509/bayu/02,True
13/09/2018-13:16 2.1.30 99335/intan/01,2.1.3099335/intan/01,2.1.3099335/intan/01,True
12/09/2018-18:06 2.1.30 154509/ainul/01,2.1.30154509/ainul/01,2.1.30154509/ainul/01,True
10/09/2018-11:12 2.1.30 15345/nia/01,2.1.3015345/nia/01,2.1.3015345/nia/01,True
14-09-2018 12:07:14 m343-650-1409xvz9,m343-650-1409xvz9,m343-650-1409xvz9,True
16-09-2018 13:13:38 0110-807-1609hc49,0110-807-1609hc49,0110-807-1609hc49,True
16/09/2018-13:39 2.1.30 937/dico/02,2.1.30937/dico/02,2.1.30937/dico/02,True
16-09-2018 18:57:18 h448-700-1609umcz,h448-700-1609umcz,h448-700-1609umcz,True
00002864 15/09/2018 16:01,00002864,00002864,True
16/09/2018-19:45 2.1.30 724509/ainul/01,2.1.30724509/ainul/01,2.1.30724509/ainul/01,True
16/09/2018-19:04 2.1.30 915726/aprilia/01,2.1.30915726/aprilia/01,2.1.30915726/aprilia/01,True
16-09-2018 15:58:57 td21-456-1609h5h5,td21-456-1609h5h5,td21-456-1609h5h5,True
16-09-2018 12:25:10 v701-632-1609z3z5,v701-632-1609z3z5,v701-632-1609z3z5,True
02/1.30 141414/khomair/01 17/09/2018-16:12,02/1.30141414/khomair/01,141414/khomair/01,False
17/09/2018-12:52 2.1.30 99345/yadi/01,2.1.3099345/yadi/01,2.1.3099345/yadi/01,True
17-09-2018 17:46:02 uc47-111-1709k897,uc47-111-1709k89z,uc47-111-1709k897,False
17/09/2018-17:21 2.1.30 9158/ari/02,2.1.309158/ari/02,2.1.309158/ari/02,True
17/09/2018-19:16 2.1.30 450535/indah/01,2.1.30450535/indah/01,2.1.30450535/indah/01,True
15/09/2018-17:07 2.1.30 9372/nuha/01 15/09/2018 17:04:50 g148tfsh 7510000915100450,2.1.309372/nuha/01,2.1.309372/nuha/01g148tfsh7510000915100450,False
17/09/2018-19:44 2.1.30 30459/juna/02,2.1.3030459/juna/02,2.1.3030459/juna/02,True
s6514 c2 id0467 156224 13:50 08/09/2018,s6514c2id0467156224,s6514c2id0467156224,True
17/09/2018-20:32 2.1.30 14315/linda/02,2.1.3014315/linda/02,2.1.3014315/linda/02,True
17/09/2018-22:02 2.1.30 977201/deni wi/01,2.1.30977201/deniwi/01,2.1.30977201/deniwi/01,True
17/09/2018-19:49 2.1.30 2 930330/vinda/01,2.1.30930330/vinda/01,2.1.302930330/vinda/01,False
29/07/2018-21:02 2.1.29 4537/dewi/01,2.1.294537/dewi/01,2.1.294537/dewi/01,True
15/09/2018-14:44 2.1.30 91115/yasintha/01,2.1.3091115/yasintha/01,2.1.3091115/yasintha/01,True
17/09/2018-18:42 2.1.30 72330/dwi reza/01,2.1.3072330/dwireza/01,2.1.3072330/dwireza/01,True
18-09-2018 07:43:57 u791-701-18094145,u791-701-18094vh5,u791-701-18094145,False
18/09/2018-05:18 2.1.30 363009/hari si/01,2.1.30363009/harisi/01,2.1.30363009/harisi/01,True
18/09/2018-13:07 2.1.30 9336/martha/02,2.1.309336/martha/02,2.1.309336/martha/02,True
18/09/2018-12:29 2.1.30 363009/yati ko/01,2.1.30363009/yatiko/01,2.1.30363009/yatiko/01,True
18/09/2018-15:20 2.1.30 349/desi rat/01,2.1.30349/desirat/01,2.1.30349/desirat/01,True
13:54 2.1.30 935572/dimas/01 18/09/2018-13:54 2.,2.1.30935572/dimas/01,2.1.30935572/dimas/012.,False
17-09-2018 16:26:38 mb33-109-1709khkz,mb33-109-1709khkz,mb33-109-1709khkz,True
18/09/2018-16:58 2.1.30 1145/qory/02,2.1.301145/qory/02,2.1.301145/qory/02,True
26/08/2018-09:30 2.1.30 35314/widiya/01,2.1.3035314/widiya/01,2.1.3035314/widiya/01,True
26/08/2018-10:27 2.1.30 35372/fida/01,2.1.3035372/fida/01,2.1.3035372/fida/01,True
26/08/2018-14:38 2.1.30 9939/shella/01,2.1.309939/shella/01,2.1.309939/shella/01,True
26-08-2018 15:13:15 m019-613-2608ktux,m019-613-2608ktux,m019-613-2608ktux,True
26/08/2018-15:07 2.1.30 14491114/selfi/01,2.1.3014491114/selfi/01,2.1.3014491114/selfi/01,True
26-08-2018 09:10:47 y252-700-26089zcz,y252-700-26089zcz,y252-700-26089zcz,True
26/08/2018-17:56 2.1.30 36336/amelia n/01,2.1.3036336/amelian/01,2.1.3036336/amelian/01,True
26-08-2018 21:35:07 j269-413-2608x789,j269-413-2608x789,j269-413-2608x789,True
31/08/2018-09:35 2.1.30 72335/marfuah/01,2.1.3072335/marfuah/01,2.1.3072335/marfuah/01,True
29/08/2018-15:45 2.1.30 14330/yanna ra/01,2.1.3014330/yannara/01,2.1.3014330/yannara/01,True
31/08/2018-12:22 2.1.30 936364/mifta/01,2.1.30936364/mifta/01,2.1.30936364/mifta/01,True
21/08/2018-12:28 2.1.30 72514/diki fer/01,2.1.3072514/dikifer/01,2.1.3072514/dikifer/01,True
31/08/2018-17:57 2.1.30 45315/devi wul/01,2.1.3045315/deviwul/01,2.1.3045315/deviwul/01,True
30/08/2018-16:56 2.1.30 354508/krizna/01,v433-183-010954kx,2.1.30354508/krizna/01,False
01/09/2018-11:48 2.1.30 36372/yayah ka/01,2.1.3036372/yayahka/01,2.1.3036372/yayahka/01,True
